Time,Learning rate,Train loss,Validation loss,MAE_expt
2.371487855911255,0.01,142.7645179748535,21.27812068939209,3.210937738418579
4.6162269115448,0.01,11.869550476074219,11.87705265045166,2.4235010528564453
6.844178915023804,0.01,9.710585098266602,13.173664588928222,2.389622936248779
9.185837984085083,0.01,8.212843284606933,10.405246753692627,2.1433555936813353
11.445956707000732,0.01,6.527529602050781,7.139680452346802,1.8997730541229247
13.718889951705933,0.01,4.77749794960022,4.621094160079956,1.625145778656006
15.995660066604614,0.01,3.6415717124938967,3.7220469379425047,1.3741778874397277
18.434873819351196,0.01,2.8902220821380613,3.3099982142448425,1.3121834564208985
20.73244595527649,0.01,2.61393105506897,2.8897972440719606,1.1514103984832764
23.014930963516235,0.01,2.510424337387085,3.1235065448284147,1.2320848464965821
25.34990692138672,0.01,2.257777099609375,2.5774956560134887,1.1642757225036622
27.528214931488037,0.01,2.172830743789673,2.4097105193138124,1.1366036605834962
29.846025943756104,0.01,1.9802734327316285,2.6811975622177124,1.2620477294921875
31.97295379638672,0.01,1.8502937841415406,2.818343005180359,1.174660940170288
34.241607904434204,0.01,1.779858946800232,2.3977832102775576,1.1574262118339538
36.567933797836304,0.01,1.6919212198257447,3.0332131576538086,1.138129768371582
38.82354688644409,0.01,1.5822015619277954,2.5856125324964525,1.0938311982154847
41.10932993888855,0.01,1.5316802215576173,2.7646352362632753,1.0719522690773011
43.288569688797,0.01,1.7129411506652832,2.0269079327583315,0.9845864534378052
45.49903202056885,0.01,1.3513509082794188,1.79696224629879,0.942082347869873
47.759225845336914,0.01,1.546743950843811,2.5515428352355958,1.0988544368743896
49.99375677108765,0.01,1.183743052482605,1.4514131206274032,0.8356221795082093
52.28822994232178,0.01,1.237790412902832,1.7401332676410675,0.9334385848045349
54.52435088157654,0.01,1.0962943363189697,2.0272335267066954,0.9062462162971496
56.71617674827576,0.01,1.0910530710220336,2.1872296476364137,0.9978220200538636
